customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel
278,5/8/2023,US,35,Male,Silver,Social
279,3/13/2021,US,31,Male,Bronze,Paid Search
280,4/1/2021,AU,36,Male,Bronze,Organic
281,10/30/2021,UK,34,Female,Bronze,Paid Search
282,6/17/2022,US,41,Male,Bronze,Organic
283,1/5/2023,IN,52,Female,Silver,Paid Search
284,6/22/2022,US,26,Female,Bronze,Organic
285,4/29/2022,US,42,Female,Bronze,Referral
286,10/24/2023,CA,25,Male,Bronze,Paid Search
287,6/26/2021,US,30,Female,Bronze,Paid Search
288,9/19/2022,US,33,Male,Silver,Email
289,8/17/2022,US,42,Female,Silver,Organic
290,6/3/2022,DE,22,Female,Bronze,Organic
291,6/4/2023,US,21,Male,Silver,Paid Search
292,10/20/2021,US,35,Female,Gold,Referral
293,11/11/2023,BR,18,Male,Silver,Organic
294,12/30/2021,UK,44,Other,Bronze,Paid Search
295,8/20/2022,US,41,Female,Silver,Social
296,7/25/2022,BR,34,Male,Gold,Organic
297,7/20/2023,IN,41,Male,Gold,Organic
298,4/26/2022,BR,18,Male,Silver,Paid Search
299,11/8/2021,US,41,Male,Bronze,Paid Search
300,1/24/2021,US,40,Other,Bronze,Organic
301,2/3/2022,US,18,Male,Silver,Paid Search
302,6/24/2023,IN,35,Female,Bronze,Organic
303,1/11/2021,IN,30,Male,Bronze,Organic
304,9/9/2023,IN,18,Female,Bronze,Referral
305,8/18/2022,IN,32,Male,Bronze,Organic
306,6/3/2021,IN,39,Female,Bronze,Paid Search
307,11/27/2021,IN,18,Male,Bronze,Email
308,8/30/2022,US,40,Male,Silver,Referral
309,12/12/2021,UK,46,Female,Bronze,Paid Search
310,4/29/2021,BR,21,Male,Bronze,Organic
311,12/31/2022,AU,19,Female,Bronze,Organic
312,1/7/2023,US,45,Female,Silver,Email
313,5/11/2021,IN,30,Male,Bronze,Email
314,11/4/2021,US,46,Female,Bronze,Paid Search
315,9/25/2021,UK,34,Male,Bronze,Organic
316,12/24/2022,IN,21,Male,Bronze,Organic
317,3/11/2023,BR,22,Male,Silver,Social
318,3/8/2023,AU,55,Female,Silver,Paid Search
319,10/25/2023,US,18,Female,Gold,Paid Search
320,4/22/2023,IN,30,Female,Silver,Organic
321,12/18/2021,IN,26,Female,Bronze,Social
322,4/28/2021,UK,18,Female,Silver,Social
323,11/5/2022,CA,40,Male,Bronze,Organic
324,10/1/2023,US,25,Female,Bronze,Social
325,12/4/2023,US,40,Male,Bronze,Paid Search
326,9/10/2021,DE,33,Male,Platinum,Organic
327,9/16/2021,IN,40,Other,Bronze,Paid Search
328,2/10/2021,DE,18,Female,Bronze,Referral
329,6/4/2021,US,31,Female,Silver,Paid Search
330,8/31/2022,US,44,Other,Bronze,Referral
331,8/22/2022,US,29,Female,Bronze,Email
332,2/11/2022,CA,31,Male,Bronze,Social
333,12/6/2021,IN,22,Female,Platinum,Referral
334,6/28/2023,US,32,Female,Bronze,Email
335,5/19/2022,US,23,Male,Silver,Email
336,6/5/2023,BR,31,Other,Bronze,Referral
337,11/21/2023,IN,25,Female,Silver,Paid Search
338,12/14/2021,BR,45,Male,Silver,Paid Search
339,8/10/2021,AU,44,Female,Bronze,Social
340,11/10/2023,US,23,Female,Bronze,Paid Search
341,11/27/2022,AU,59,Female,Bronze,Referral
342,11/15/2021,IN,37,Female,Silver,Paid Search
343,11/12/2022,DE,38,Female,Silver,Paid Search
344,7/18/2022,IN,49,Female,Silver,Paid Search
345,9/19/2023,UK,39,Male,Silver,Email
346,10/8/2021,DE,26,Female,Silver,Referral
347,12/22/2023,US,18,Female,Bronze,Organic
348,10/22/2023,IN,18,Male,Bronze,Paid Search
349,7/17/2021,US,56,Male,Bronze,Organic
350,6/30/2021,US,37,Female,Bronze,Paid Search
351,8/7/2022,UK,38,Male,Silver,Paid Search
352,2/19/2021,DE,41,Female,Bronze,Paid Search
353,11/24/2021,US,29,Female,Bronze,Paid Search
354,4/22/2022,US,40,Male,Bronze,Organic
355,11/28/2023,AU,20,Female,Bronze,Organic
356,12/23/2023,IN,36,Female,Silver,Organic
357,6/15/2021,DE,43,Female,Bronze,Organic
358,9/4/2023,US,25,Male,Bronze,Paid Search
359,4/10/2021,UK,64,Female,Bronze,Email
360,3/31/2023,CA,21,Female,Bronze,Email
361,7/15/2023,US,41,Male,Bronze,Paid Search
362,9/3/2023,IN,35,Female,Bronze,Organic
363,9/2/2021,US,49,Female,Silver,Paid Search
364,9/6/2023,US,32,Male,Silver,Email
365,5/7/2021,UK,25,Female,Bronze,Organic
366,7/23/2022,UK,44,Male,Silver,Organic
367,5/30/2022,UK,27,Female,Platinum,Paid Search
368,12/12/2021,IN,43,Female,Bronze,Organic
369,1/25/2021,IN,22,Female,Silver,Organic
370,4/26/2023,IN,28,Male,Bronze,Paid Search
371,1/3/2022,US,25,Male,Silver,Organic
372,12/26/2022,US,20,Male,Bronze,Email
373,3/26/2022,US,22,Female,Gold,Organic
374,2/14/2022,BR,50,Female,Silver,Email
375,8/29/2023,US,57,Male,Bronze,Paid Search
376,4/14/2021,IN,18,Female,Bronze,Organic
377,3/18/2023,IN,48,Female,Bronze,Organic
378,3/29/2023,CA,39,Female,Bronze,Organic
379,2/21/2022,CA,35,Male,Bronze,Organic
380,10/15/2021,DE,20,Male,Platinum,Paid Search
381,1/6/2021,US,46,Male,Bronze,Paid Search
382,10/23/2023,US,18,Female,Silver,Organic
383,11/4/2023,CA,33,Female,Silver,Email
384,9/21/2021,BR,27,Male,Silver,Email
385,2/4/2021,BR,32,Female,Bronze,Organic
386,5/15/2021,BR,49,Female,Silver,Organic
387,3/16/2021,IN,18,Male,Bronze,Organic
388,6/30/2023,US,21,Male,Bronze,Email
389,9/4/2023,DE,31,Female,Bronze,Organic
390,6/17/2021,UK,45,Other,Bronze,Paid Search
391,3/29/2023,US,41,Male,Silver,Email
392,7/16/2021,UK,53,Male,Bronze,Referral
393,2/7/2022,AU,37,Female,Bronze,Organic
394,10/19/2022,US,38,Male,Bronze,Paid Search
395,2/28/2023,IN,28,Male,Silver,Social
396,8/16/2023,IN,18,Male,Silver,Social
397,2/19/2021,US,51,Female,Bronze,Social
398,8/4/2021,CA,38,Male,Bronze,Organic
399,11/4/2021,DE,34,Female,Bronze,Paid Search
400,12/6/2021,US,26,Male,Bronze,Paid Search
401,12/29/2023,BR,51,Male,Bronze,Organic
402,5/2/2023,IN,19,Female,Silver,Social
403,12/17/2021,UK,23,Male,Bronze,Social
404,12/1/2023,DE,30,Male,Bronze,Organic
405,7/1/2022,BR,41,Male,Silver,Social
406,7/3/2022,US,32,Female,Bronze,Organic
407,4/20/2022,UK,42,Male,Silver,Social
408,6/7/2021,DE,43,Male,Silver,Paid Search
409,10/21/2023,BR,32,Male,Bronze,Paid Search
410,1/16/2021,CA,48,Male,Silver,Organic
411,7/10/2021,BR,22,Female,Bronze,Email
412,9/9/2021,US,30,Female,Bronze,Organic
413,11/2/2021,IN,35,Female,Bronze,Referral
414,5/25/2021,US,43,Male,Bronze,Email
415,1/20/2021,IN,49,Male,Silver,Paid Search
416,1/13/2023,CA,28,Female,Silver,Social
417,11/28/2023,IN,38,Male,Silver,Email
418,5/14/2021,US,25,Male,Gold,Email
419,11/21/2021,DE,32,Female,Bronze,Organic
420,7/9/2022,US,40,Male,Bronze,Paid Search
421,10/13/2023,US,41,Male,Bronze,Organic
422,1/31/2023,DE,37,Female,Silver,Email
423,4/19/2023,BR,29,Female,Bronze,Referral
424,9/29/2022,US,34,Male,Silver,Social
425,4/2/2022,UK,30,Male,Gold,Paid Search
426,8/7/2021,IN,36,Female,Gold,Email
427,8/5/2023,US,30,Male,Bronze,Paid Search
428,5/31/2023,IN,28,Female,Silver,Organic
429,1/28/2021,US,29,Male,Gold,Referral
430,2/23/2023,CA,37,Female,Bronze,Email
431,4/3/2021,CA,28,Male,Bronze,Paid Search
432,3/21/2023,US,23,Male,Silver,Social
433,6/24/2023,US,43,Female,Bronze,Social
434,5/24/2021,US,26,Male,Bronze,Email
435,4/21/2022,AU,29,Female,Silver,Email
436,5/16/2021,BR,28,Female,Bronze,Social
437,9/14/2022,BR,34,Female,Bronze,Paid Search
438,10/13/2023,IN,38,Male,Bronze,Paid Search
439,3/30/2021,CA,30,Female,Bronze,Organic
440,3/12/2022,UK,40,Male,Bronze,Paid Search
441,12/2/2023,US,31,Male,Bronze,Organic
442,11/26/2021,IN,38,Male,Gold,Organic
443,5/25/2021,IN,49,Male,Gold,Social
444,6/19/2022,IN,30,Female,Bronze,Email
445,7/11/2022,US,38,Female,Bronze,Email
446,12/27/2022,IN,47,Other,Bronze,Organic
447,12/10/2021,UK,27,Male,Gold,Organic
448,11/13/2023,US,20,Female,Gold,Paid Search
449,7/25/2022,US,35,Male,Bronze,Organic
450,11/10/2021,DE,39,Male,Bronze,Referral
451,11/18/2023,IN,41,Female,Gold,Organic
452,10/10/2023,IN,33,Male,Bronze,Email
453,7/1/2022,BR,36,Male,Bronze,Paid Search
454,1/28/2021,IN,31,Female,Bronze,Organic
455,10/16/2022,US,40,Male,Silver,Social
456,8/31/2022,US,36,Male,Bronze,Email
457,6/12/2021,US,27,Male,Bronze,Paid Search
458,11/26/2022,US,49,Female,Bronze,Organic
459,7/10/2023,BR,42,Male,Gold,Referral
460,4/26/2021,BR,25,Male,Bronze,Email
461,3/4/2023,IN,26,Male,Bronze,Email
462,6/3/2021,US,30,Female,Bronze,Organic
463,3/31/2023,US,62,Female,Bronze,Social
464,4/4/2022,DE,18,Male,Bronze,Referral
465,1/8/2021,BR,60,Female,Gold,Paid Search
466,11/25/2023,IN,32,Male,Bronze,Email
467,7/1/2021,BR,27,Male,Gold,Email
468,10/15/2022,US,48,Female,Bronze,Paid Search
469,7/18/2021,UK,32,Male,Silver,Paid Search
470,10/19/2023,US,54,Female,Bronze,Email
471,3/20/2023,UK,34,Female,Bronze,Social
472,5/31/2023,UK,39,Female,Silver,Paid Search
473,4/19/2022,UK,35,Male,Bronze,Paid Search
474,5/27/2022,CA,51,Female,Bronze,Paid Search
475,11/26/2022,US,28,Female,Bronze,Paid Search
476,5/10/2023,US,31,Male,Silver,Email
477,7/17/2023,DE,34,Male,Bronze,Paid Search
478,1/20/2021,UK,34,Male,Silver,Social
479,12/28/2022,AU,52,Female,Silver,Referral
480,4/30/2021,CA,42,Female,Bronze,Paid Search
481,11/12/2021,IN,33,Female,Silver,Organic
482,6/28/2023,IN,33,Male,Silver,Paid Search
483,10/2/2021,DE,24,Male,Bronze,Paid Search
484,5/23/2023,US,35,Female,Silver,Social
485,5/22/2022,IN,43,Male,Bronze,Paid Search
486,9/12/2021,US,29,Male,Gold,Email
487,1/1/2022,US,26,Female,Silver,Organic
488,8/5/2022,CA,44,Female,Bronze,Organic
489,4/18/2023,IN,45,Female,Bronze,Social
490,10/26/2022,BR,24,Male,Bronze,Organic
491,10/19/2023,BR,28,Female,Silver,Paid Search
492,8/9/2023,CA,49,Male,Silver,Social
493,4/5/2023,CA,29,Male,Silver,Email
494,10/23/2022,US,42,Male,Bronze,Organic
495,11/14/2021,US,26,Female,Bronze,Organic
496,3/28/2022,DE,33,Female,Bronze,Email
497,5/11/2021,US,62,Male,Bronze,Referral
498,2/14/2022,IN,20,Male,Silver,Organic
499,10/12/2023,AU,25,Female,Silver,Social
500,4/12/2022,DE,23,Female,Silver,Email
501,5/5/2021,US,40,Female,Bronze,Organic
502,12/15/2022,DE,18,Female,Bronze,Organic
503,11/21/2023,CA,52,Male,Bronze,Referral
504,8/8/2023,BR,33,Male,Silver,Organic
505,10/28/2021,DE,25,Female,Silver,Paid Search
506,5/13/2022,US,46,Female,Bronze,Referral
507,8/5/2022,CA,33,Male,Silver,Paid Search
508,9/29/2021,DE,49,Male,Bronze,Paid Search
509,10/22/2021,IN,37,Male,Bronze,Referral
510,9/17/2021,CA,31,Female,Gold,Paid Search
511,12/26/2023,IN,41,Female,Bronze,Organic
512,3/28/2023,AU,43,Male,Gold,Organic
513,7/10/2023,AU,37,Female,Bronze,Paid Search
514,6/14/2023,US,27,Female,Silver,Organic
515,11/17/2023,IN,55,Other,Bronze,Organic
516,4/26/2021,US,34,Male,Bronze,Referral
517,8/24/2023,US,29,Male,Silver,Referral
518,3/14/2021,US,45,Female,Gold,Organic
519,6/5/2022,IN,42,Male,Silver,Social
520,10/13/2022,US,42,Male,Gold,Organic
521,1/27/2022,CA,30,Male,Bronze,Social
522,6/10/2021,US,23,Male,Bronze,Email
523,7/30/2021,US,41,Male,Gold,Paid Search
524,6/23/2023,US,32,Female,Silver,Paid Search
525,12/16/2021,IN,36,Male,Bronze,Paid Search
526,12/6/2021,US,51,Male,Silver,Social
527,10/9/2023,BR,49,Male,Silver,Referral
528,6/7/2021,IN,24,Female,Silver,Email
529,9/30/2023,BR,49,Male,Platinum,Email
530,10/6/2023,US,46,Male,Gold,Email
531,10/18/2022,US,33,Female,Bronze,Social
532,7/1/2021,BR,47,Female,Bronze,Organic
533,6/20/2021,IN,30,Female,Silver,Paid Search
534,11/8/2021,US,36,Female,Silver,Email
535,9/25/2022,US,45,Male,Bronze,Email
536,6/18/2021,BR,29,Male,Silver,Paid Search
537,5/14/2022,US,24,Male,Silver,Social
538,5/7/2021,IN,40,Female,Bronze,Paid Search
539,8/15/2022,BR,31,Male,Silver,Paid Search
540,1/24/2021,DE,41,Male,Bronze,Paid Search
541,2/16/2023,CA,32,Female,Gold,Paid Search
542,3/2/2021,IN,18,Male,Bronze,Email
543,8/2/2021,DE,31,Female,Silver,Referral
544,7/11/2021,UK,45,Female,Silver,Paid Search
545,6/29/2023,US,35,Female,Platinum,Organic
