transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
55904,11/2/2023 0:10,179,673,2,0,310.08,46,0
17952,1/13/2021 13:56,181,1613,1,0.15,9.49,7,0
64272,11/15/2021 19:15,182,,2,0.15,,6,0
54761,4/20/2021 11:01,186,101,1,0.15,31.08,13,0
57001,4/16/2022 20:56,186,1780,1,0,58.89,50,0
60954,2/8/2023 4:47,186,,1,0.1,,30,1
63187,10/25/2021 12:50,186,1887,1,0,35.7,5,0
41107,4/24/2022 19:21,187,989,1,0,69.16,7,0
85313,8/22/2021 13:07,192,1349,2,0,128.98,7,0
14514,1/11/2023 12:32,194,1766,1,0,29.34,46,0
17485,10/16/2021 6:06,194,413,1,0,34.95,43,0
59138,6/30/2022 4:05,196,1113,1,0,162.37,34,0
25465,8/27/2021 16:19,197,1335,1,0.05,57.39,1,0
34566,10/8/2021 4:43,198,33,1,0,38.6,32,0
45991,8/14/2022 15:28,198,388,1,0.05,125.32,31,0
48781,8/1/2021 15:48,198,1803,1,0,69.73,16,0
43756,4/11/2021 14:21,199,1534,1,0.1,100.66,47,0
53019,10/31/2022 13:43,199,917,1,0,85.92,4,0
31781,7/5/2023 15:25,207,777,4,0.05,279.15,14,0
79594,1/17/2021 18:36,207,1616,1,0,44.41,13,0
59884,4/24/2022 15:00,209,826,1,0,158.59,17,0
94638,3/21/2021 17:51,209,267,1,0,43.84,50,0
35097,3/11/2021 7:08,210,1557,1,0.05,69.28,5,0
28063,4/2/2021 14:14,214,1934,1,0.15,75.59,0,0
64569,7/4/2021 16:48,214,355,1,0,63.61,0,0
55575,10/3/2022 6:11,217,1330,1,0.15,137.24,40,0
62520,9/17/2022 6:19,217,919,2,0,391.52,11,0
89274,7/26/2021 13:00,217,1443,1,0.15,32.55,48,0
87763,12/24/2021 20:44,218,,3,0.05,,2,0
5423,1/1/2022 7:10,219,1917,1,0,9.04,45,0
71881,10/4/2023 4:14,220,1627,1,0.1,141.85,0,0
32625,9/5/2022 6:45,222,777,1,0,73.46,26,0
75645,12/28/2023 14:45,222,,1,0.1,,25,0
15567,6/18/2022 5:49,224,70,1,0.05,121.38,3,0
47930,9/22/2023 9:47,224,421,2,0.2,199.36,31,0
81688,9/15/2021 17:31,224,1570,3,0.1,165.35,8,0
37396,9/21/2023 21:28,225,1371,1,0.1,94.48,10,0
70217,11/18/2021 12:48,226,38,2,0,266.82,0,0
15334,12/7/2021 10:46,227,1003,2,0,41.88,0,0
101810,3/3/2023 20:57,228,1188,1,0,40.4,0,0
80743,9/30/2021 16:13,233,29,1,0,43.46,8,0
21302,10/5/2021 17:34,236,1739,1,0,42.42,0,0
82585,2/5/2021 13:05,236,428,1,0.1,67.86,0,0
29685,5/14/2021 5:49,237,455,1,0,62.14,4,0
79473,5/25/2023 13:46,238,861,1,0,44.34,32,0
79678,8/22/2022 2:25,239,,1,0,,44,0
87879,9/3/2021 5:21,239,325,2,0,466.36,0,0
42358,6/28/2023 11:27,240,1890,1,0.05,44.77,0,0
46891,5/15/2022 4:40,241,1245,1,0,16.54,46,0
48258,7/24/2021 8:23,241,1326,3,0,313.89,0,0
7350,7/28/2021 20:40,242,835,1,0,76.74,0,0
46479,10/13/2023 23:17,245,1959,3,0,94.17,21,0
33076,9/12/2022 5:28,248,516,1,0,97.64,19,0
88808,2/21/2021 18:06,249,1655,1,0,91.96,33,0
44797,12/8/2023 6:44,252,1941,1,0,12.37,7,0
98549,4/15/2022 13:38,252,786,1,0,48.12,37,0
13243,2/15/2023 5:42,254,1997,1,0,141.47,17,0
57974,10/7/2022 22:40,254,,1,0,,49,0
5782,8/27/2023 0:22,255,66,1,0.05,51.35,29,0
28520,5/19/2021 15:17,255,784,3,0,564.15,31,0
46185,3/16/2023 12:27,255,1141,1,0.2,114.88,8,0
64460,9/30/2021 14:51,255,889,1,0,112.29,29,0
82464,1/12/2022 18:39,255,1602,1,0,38.77,26,0
21947,7/11/2023 16:21,256,1081,1,0.15,185.62,47,0
20589,8/5/2023 16:09,257,439,1,0.1,31.36,0,0
75404,7/4/2022 9:49,257,232,1,0,91.28,19,0
87608,10/31/2023 18:57,258,1207,2,0,48.7,0,0
33854,5/12/2023 6:33,260,224,1,0,81.02,0,0
37442,1/2/2023 12:17,260,24,1,0,67.65,19,0
66123,2/12/2023 22:51,262,948,1,0,139.69,30,0
100188,11/22/2022 0:52,265,977,1,0.05,-40.62,41,1
90197,3/17/2021 23:02,267,447,1,0.1,74.75,1,0
7531,8/17/2021 21:17,268,583,1,0,156.84,14,0
26832,12/28/2022 12:29,270,1534,1,0,111.85,26,0
39719,9/25/2023 10:37,270,266,1,0.05,19.85,0,0
25282,6/24/2021 0:15,271,1811,1,0,88.94,43,0
53003,2/6/2023 6:38,273,397,1,0,83.55,17,0
102588,1/24/2022 15:52,273,952,1,0.2,67.94,41,0
36333,11/12/2022 6:43,274,1367,1,0,56.62,13,0
85180,9/20/2022 15:52,274,1970,1,0,72.92,2,0
97960,4/6/2023 8:39,274,1951,1,0,62.52,47,0
97665,12/16/2022 15:03,275,1391,1,0.05,37.83,0,0
6987,4/2/2022 8:11,277,193,1,0,21.33,16,0
19422,11/24/2022 23:26,277,1326,2,0,-209.26,5,1
52512,7/10/2022 10:08,277,1986,1,0,41.39,7,0
65706,3/26/2022 7:05,277,1,1,0.2,11.35,16,0
79686,8/20/2022 22:29,277,541,1,0,38.14,27,0
35987,7/2/2023 5:48,278,1090,2,0.2,175.49,15,0
92732,11/16/2023 19:57,278,990,2,0.05,103.09,29,0
89926,1/13/2022 8:00,279,,1,0,,11,0
60147,11/2/2023 12:41,281,558,1,0.15,124.35,0,0
59894,9/24/2023 21:27,282,823,1,0.2,49.48,40,0
89047,11/8/2022 16:59,282,1748,1,0,71.32,46,0
98823,5/21/2023 11:12,284,419,2,0.15,108.2,7,0
101211,12/10/2022 13:01,284,1520,1,0.05,24.55,49,0
66298,11/4/2022 13:18,286,558,1,0.15,124.35,0,0
55418,9/17/2022 8:26,289,1639,1,0,113.29,34,0
71883,11/23/2023 6:41,289,74,2,0.05,36.46,30,0
22531,10/24/2022 8:54,290,713,1,0.1,59.92,18,0
30406,7/9/2021 22:16,290,563,2,0,134.16,0,0
13725,3/15/2021 14:07,291,,1,0,,50,0
19535,9/5/2021 8:58,292,833,1,0,35.27,37,0
79283,7/14/2022 14:46,292,1203,1,0,55.02,13,0
98611,7/28/2023 8:49,292,1669,1,0,12.72,2,0
18409,10/9/2021 18:25,295,1631,1,0.05,-54.37,13,1
59462,6/19/2023 22:46,295,1119,1,0,83.74,39,0
44149,8/7/2022 15:23,298,,1,0,,0,0
98227,4/18/2022 12:59,298,846,1,0,65.23,45,0
41593,9/14/2023 10:32,300,982,1,0,25.29,2,0
15593,10/12/2021 19:49,301,1303,1,0.05,83.12,0,0
73848,6/6/2022 12:50,302,1431,1,0,50.23,40,0
101962,8/6/2021 20:57,302,1271,4,0.2,181.12,45,0
10489,1/14/2023 13:13,304,555,1,0.05,17.16,3,0
86761,10/24/2021 14:07,305,302,1,0.05,11.68,23,0
26415,10/25/2022 1:02,306,653,1,0,31.85,48,0
80650,10/7/2023 16:55,306,1779,1,0,96.17,17,0
35698,9/2/2022 8:17,309,1872,1,0.05,18.41,36,0
102239,6/18/2021 7:34,310,333,3,0.1,166.81,40,0
101658,11/12/2021 3:22,312,938,1,0,52.88,49,0
76502,7/8/2023 7:38,313,1847,1,0,102.51,27,0
81803,4/13/2022 9:00,313,1183,1,0,75.43,39,0
7601,10/9/2023 14:24,314,927,3,0,41.7,16,0
41357,1/11/2023 17:39,315,1505,1,0,91.34,36,0
44605,6/3/2022 16:06,316,765,1,0,17.89,25,0
97225,7/1/2021 7:25,316,405,1,0.05,23.7,24,0
49904,1/23/2023 12:58,317,219,1,0,55.59,39,0
35993,11/9/2023 12:27,318,1992,2,0,58.42,18,0
23969,10/23/2022 12:34,319,1888,1,0.05,89.16,28,0
93944,1/6/2023 3:51,319,1597,2,0.1,86.29,15,0
48686,1/13/2022 4:25,320,1052,2,0,43.64,0,0
23275,12/21/2021 13:41,321,747,1,0,41.36,0,0
31004,5/15/2023 7:40,321,1180,1,0,67.05,0,0
63002,9/17/2021 16:07,322,,1,0,,23,0
97352,10/13/2022 15:26,322,220,3,0,367.02,45,0
4698,11/25/2023 5:56,323,,1,0.15,,9,0
44210,9/8/2022 10:11,323,,2,0.05,,14,0
63468,1/11/2022 18:08,326,1479,1,0.05,12.84,45,0
81928,9/11/2021 13:41,326,641,3,0,363.81,2,0
41781,3/17/2022 21:47,327,1957,1,0,31.33,37,0
102792,12/25/2022 23:30,327,1800,1,0,41.33,34,0
93803,12/1/2022 9:17,328,621,1,0,66.24,50,0
27611,8/21/2023 20:40,329,1281,3,0,401.49,18,0
45817,8/21/2021 0:38,330,798,2,0.15,187.48,8,0
11650,11/30/2022 6:43,332,1380,1,0.2,8.11,23,0
59778,9/11/2022 14:10,332,1683,2,0,220.3,41,0
97222,7/30/2023 15:57,334,858,1,0.15,18.24,31,0
15899,12/3/2022 8:38,335,1625,1,0.1,-63.43,0,1
19321,3/19/2022 0:58,335,1233,2,0,116.38,0,0
29832,8/29/2022 18:08,335,656,2,0,32.62,27,0
64990,11/17/2023 7:27,335,1739,4,0,169.68,20,0
81245,9/5/2023 19:59,335,94,1,0.05,65.2,27,0
86323,5/20/2021 15:14,337,986,1,0,46.89,0,0
2970,6/3/2023 20:09,339,1533,2,0.1,24.89,0,0
60644,4/23/2023 17:20,339,308,3,0,231.15,22,0
90607,6/29/2021 8:10,339,1275,1,0.15,65.64,29,0
64395,2/20/2023 12:04,340,1287,1,0.15,59.02,49,0
70731,6/13/2023 9:15,340,1228,1,0.05,110.99,9,0
38821,12/8/2023 6:02,342,571,2,0,47.46,31,0
43801,10/10/2022 7:39,345,1266,1,0,14.93,10,0
63601,4/27/2022 19:50,345,1401,4,0.15,79.53,6,0
70089,10/19/2021 6:20,348,1244,2,0,150.54,25,0
96856,2/14/2022 17:19,349,278,1,0,33.38,33,0
34837,7/29/2021 14:36,350,1611,1,0,94.22,26,0
36825,2/4/2022 12:03,351,,3,0,,0,0
52370,9/2/2022 13:10,351,1601,1,0.2,129.58,0,0
64079,8/11/2023 21:27,351,21,1,0,56.9,1,0
100087,5/6/2022 5:57,356,1420,1,0,128.96,25,0
26722,11/20/2022 18:17,357,495,1,0.2,133.76,44,0
78624,11/23/2021 13:40,358,1578,1,0,36.21,44,0
68197,5/24/2021 20:40,359,1836,1,0,10.11,0,0
74002,12/20/2021 6:56,359,381,1,0,-21.18,0,1
92760,4/28/2021 0:49,359,1042,1,0.1,106.61,8,0
26077,5/7/2022 17:44,360,477,1,0.2,19.61,33,0
44130,9/19/2021 22:35,360,1936,1,0,21.52,16,0
97169,10/2/2023 14:47,361,269,1,0,121.81,0,0
45925,10/24/2021 4:37,362,1180,1,0.05,63.7,36,0
36007,3/25/2021 12:49,363,90,4,0,69.28,0,0
41049,11/16/2023 5:24,363,419,1,0,63.65,16,0
1578,7/30/2023 4:34,364,1324,1,0.05,153.22,14,0
20216,2/12/2021 9:09,365,920,1,0.2,29.26,15,0
21184,4/25/2021 11:34,366,193,1,0,21.33,30,0
7709,5/22/2021 5:37,371,325,1,0,233.18,43,0
41761,12/19/2021 23:23,371,168,1,0,83.9,40,0
48429,9/13/2021 6:03,371,509,1,0,39.58,18,0
24309,8/30/2022 18:08,372,1482,1,0,68.64,31,0
27080,12/4/2022 9:04,373,893,1,0.2,48.42,18,0
53934,12/6/2023 19:43,373,573,1,0.05,73.16,17,0
95788,8/7/2021 7:58,373,559,2,0,158.44,0,0
69369,7/23/2021 11:53,374,1384,1,0,166.68,4,0
74536,4/19/2021 9:24,376,987,1,0.1,90.28,0,0
82255,8/25/2021 8:35,380,1520,1,0.2,20.67,24,0
25702,3/18/2021 12:18,381,102,1,0,8.33,32,0
53284,7/12/2023 22:08,381,,2,0,,0,0
69184,8/16/2021 15:34,381,956,2,0,346.14,42,0
77026,12/20/2022 18:49,381,7,1,0,27.23,0,0
98869,8/29/2021 12:12,381,,1,0.1,,25,0
92847,9/1/2021 9:56,383,1355,1,0,170.78,18,0
30649,5/28/2021 6:04,384,1599,1,0,34.7,0,0
101967,2/3/2021 2:18,385,160,1,0.15,43.55,0,0
29022,7/10/2021 3:43,387,1333,2,0,241.64,5,0
68668,8/2/2023 4:02,387,200,1,0,72.31,6,0
36620,8/16/2023 15:20,389,1562,1,0.15,26.2,44,0
85509,12/10/2023 2:39,389,1225,1,0.05,80.66,28,0
27997,3/18/2021 21:30,392,1699,1,0,86.96,43,0
21801,1/16/2023 13:25,393,1480,1,0,95.91,11,0
80740,10/2/2022 13:06,393,1415,2,0.1,78.35,28,0
6260,10/11/2023 4:58,394,1829,1,0,36.68,32,0
88827,7/3/2021 2:02,394,674,1,0.05,-28.59,15,1
33339,12/15/2023 17:03,395,1637,3,0,299.1,18,0
4740,12/11/2022 5:26,396,232,1,0,91.28,0,0
100119,12/7/2023 11:58,396,913,1,0.2,11.24,28,0
52711,5/15/2021 17:25,399,836,1,0.05,161.9,7,0
77703,10/22/2022 21:38,400,1478,1,0,131.52,48,0
4864,2/1/2022 21:31,401,1982,2,0.15,84.17,16,0
52186,10/15/2021 12:07,401,1681,1,0,12.02,0,0
42469,5/23/2023 15:14,404,,2,0,,10,0
26508,11/12/2021 14:44,406,560,1,0.05,126.91,4,0
22083,6/1/2023 20:02,408,699,2,0.05,63.71,0,0
62001,10/2/2021 15:50,410,76,1,0,77.61,0,0
42572,1/20/2022 6:48,412,872,1,0.15,83.26,36,0
78982,11/9/2021 13:20,412,873,1,0,20.2,23,0
96195,12/25/2022 7:30,412,1194,3,0.1,182.01,22,0
91583,1/14/2022 12:08,413,108,1,0.2,15.75,0,0
6517,9/19/2023 5:19,415,1266,1,0.05,14.18,20,0
83396,12/16/2023 3:01,419,1375,1,0,30.13,0,0
12634,3/23/2023 14:38,420,,1,0,,21,0
6308,3/15/2022 18:44,423,670,1,0,85.74,17,0
23765,6/23/2022 13:19,423,764,1,0.05,17.32,5,0
86643,12/27/2023 6:07,424,272,1,0,69.02,13,0
48343,5/10/2023 13:35,425,1028,1,0.2,109.63,17,0
64707,11/27/2021 19:14,425,1771,1,0,5.27,21,0
88523,12/3/2022 10:28,425,67,1,0,37.7,15,0
37607,6/30/2022 6:14,426,1383,1,0,74.8,48,0
60297,4/7/2021 10:48,426,1784,3,0.05,224.61,8,0
43771,7/7/2023 15:18,427,,1,0.1,,0,0
68782,9/16/2021 22:49,428,1446,1,0.15,36.05,34,0
82365,11/24/2022 8:47,428,1359,3,0,215.13,33,0
64570,6/25/2022 18:47,429,1072,3,0,146.85,38,0
31853,10/26/2021 13:22,433,1886,1,0,73.57,7,0
73905,10/30/2021 13:58,435,67,1,0.1,33.93,47,0
41219,5/2/2023 13:41,437,417,1,0,99.3,44,0
31584,1/30/2021 5:56,438,1600,1,0.1,49.55,23,0
32898,12/21/2021 17:29,438,133,2,0.05,214.53,40,0
2864,10/20/2023 2:23,439,,1,0,,7,0
57670,2/20/2022 4:18,439,318,1,0,42,43,0
78949,11/26/2022 12:44,439,,4,0,,0,0
9080,4/18/2022 7:49,440,1899,1,0,-43.98,28,1
20368,12/18/2023 13:49,440,414,1,0.15,59.59,24,0
69071,5/19/2023 5:49,440,881,4,0,713.44,36,0
14149,11/22/2022 16:38,442,1852,1,0.15,50.68,33,0
14178,5/8/2022 13:32,443,,1,0.05,,16,0
71277,9/1/2021 8:51,445,1613,1,0,11.17,31,0
28593,4/27/2022 19:54,447,1611,2,0.1,169.6,43,0
25305,7/31/2022 12:04,448,243,3,0,120.72,0,0
98615,2/8/2023 10:38,448,1906,1,0,77.7,47,0
8163,6/21/2022 20:30,449,1035,2,0.1,112.12,22,0
16829,1/6/2022 20:40,449,463,3,0.05,66.18,15,0
62594,4/2/2023 10:57,449,1204,2,0,41.9,2,0
27699,5/20/2022 17:34,450,83,1,0.2,34.9,48,0
47062,12/26/2023 21:40,452,1812,1,0,59.43,0,0
74809,12/29/2022 11:52,452,,1,0.1,,16,0
49831,11/1/2023 18:35,453,1970,1,0,72.92,0,0
18315,11/20/2021 11:55,454,1520,1,0,25.84,31,0
42621,5/21/2021 6:43,455,1787,4,0,570.96,5,0
