transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag,net_revenue,revenue_per_item
15263.0,2022-01-28 00:12:00,68.0,1462,1.0,0.15,64.83,1,0.0,64.67999999999999,64.83
70581.0,2022-06-25 19:32:00,68.0,1692,1.0,0.05,-31.42,0,1.0,-31.470000000000002,-31.42
5903.0,2022-01-15 21:44:00,69.0,457,2.0,0.0,52.98,0,0.0,52.98,26.49
13269.0,2021-05-07 04:03:00,71.0,1603,1.0,0.0,73.3,34,0.0,73.3,73.3
25741.0,2023-11-27 06:49:00,71.0,536,1.0,0.05,26.46,4,0.0,26.41,26.46
28436.0,2021-01-10 20:08:00,72.0,1329,1.0,0.0,110.08,9,0.0,110.08,110.08
33128.0,2023-05-26 05:01:00,72.0,206,1.0,0.0,51.19,11,0.0,51.19,51.19
26773.0,2023-10-10 21:31:00,73.0,1695,4.0,0.1,319.61,42,0.0,319.51,79.9025
4587.0,2023-01-05 13:33:00,74.0,450,1.0,0.1,68.14,21,0.0,68.04,68.14
71076.0,2023-11-26 00:59:00,74.0,1346,1.0,0.0,137.71,19,0.0,137.71,137.71
90905.0,2023-09-26 07:30:00,74.0,392,1.0,0.05,11.34,25,0.0,11.29,11.34
44108.0,2023-03-30 17:04:00,75.0,858,1.0,0.0,21.46,18,0.0,21.46,21.46
70448.0,2023-12-22 18:39:00,75.0,1766,2.0,0.2,46.94,11,0.0,46.739999999999995,23.47
97680.0,2022-12-27 06:02:00,77.0,934,1.0,0.0,41.65,25,0.0,41.65,41.65
14046.0,2021-10-05 05:35:00,79.0,907,1.0,0.0,28.26,29,0.0,28.26,28.26
39332.0,2021-08-10 07:19:00,79.0,362,1.0,0.15,116.76,40,0.0,116.61,116.76
52491.0,2023-11-29 15:24:00,79.0,107,1.0,0.0,29.8,19,0.0,29.8,29.8
561.0,2021-04-30 21:54:00,81.0,315,1.0,0.0,76.56,48,0.0,76.56,76.56
12690.0,2022-06-06 05:31:00,82.0,238,1.0,0.0,27.0,45,0.0,27.0,27.0
17563.0,2021-12-02 21:22:00,82.0,183,1.0,0.15,21.16,14,0.0,21.01,21.16
86184.0,2023-01-15 15:35:00,84.0,1862,1.0,0.15,216.19,27,0.0,216.04,216.19
21394.0,2023-12-08 11:19:00,86.0,169,3.0,0.0,324.09,35,0.0,324.09,108.02999999999999
55739.0,2021-09-25 18:28:00,86.0,1763,1.0,0.0,136.97,33,0.0,136.97,136.97
92306.0,2021-07-03 19:44:00,86.0,149,1.0,0.0,163.21,33,0.0,163.21,163.21
73600.0,2022-08-15 05:01:00,87.0,1079,1.0,0.0,68.17,9,0.0,68.17,68.17
18834.0,2023-06-26 09:19:00,88.0,838,1.0,0.0,52.69,6,0.0,52.69,52.69
78534.0,2021-05-02 06:07:00,93.0,339,1.0,0.15,15.43,28,0.0,15.28,15.43
6938.0,2021-01-25 13:06:00,95.0,1048,1.0,0.0,81.23,20,0.0,81.23,81.23
42094.0,2021-05-23 16:55:00,95.0,1677,4.0,0.0,255.44,0,0.0,255.44,63.86
72509.0,2023-09-12 11:09:00,95.0,423,1.0,0.15,58.38,0,0.0,58.230000000000004,58.38
74091.0,2022-11-13 13:06:00,95.0,1563,1.0,0.1,95.66,44,0.0,95.56,95.66
15958.0,2023-05-20 08:44:00,99.0,417,1.0,0.0,99.3,37,0.0,99.3,99.3
53787.0,2022-04-26 17:28:00,99.0,489,4.0,0.15,95.2,6,0.0,95.05,23.8
41121.0,2023-06-07 09:34:00,100.0,1024,2.0,0.0,143.16,45,0.0,143.16,71.58
80150.0,2021-12-24 05:27:00,100.0,845,2.0,0.0,106.4,50,0.0,106.4,53.2
10734.0,2022-12-03 07:45:00,101.0,1784,3.0,0.05,224.61,0,0.0,224.56,74.87
102465.0,2021-10-08 21:17:00,101.0,1354,2.0,0.0,87.7,0,0.0,87.7,43.85
3870.0,2022-11-05 18:57:00,102.0,1579,1.0,0.0,18.72,25,0.0,18.72,18.72
93107.0,2023-09-25 14:25:00,102.0,13,1.0,0.2,49.45,25,0.0,49.25,49.45
21826.0,2021-01-20 00:33:00,104.0,1243,1.0,0.0,48.26,20,0.0,48.26,48.26
48422.0,2023-05-29 20:25:00,104.0,378,2.0,0.0,227.44,48,0.0,227.44,113.72
61153.0,2022-01-02 22:24:00,104.0,18,1.0,0.0,72.39,0,0.0,72.39,72.39
65256.0,2022-09-04 04:56:00,104.0,1363,1.0,0.0,-47.25,7,1.0,-47.25,-47.25
64215.0,2021-12-31 21:53:00,106.0,636,1.0,0.0,106.38,0,0.0,106.38,106.38
84465.0,2021-10-06 21:30:00,106.0,103,2.0,0.05,-128.14,44,1.0,-128.19,-64.07
103116.0,2021-12-26 09:08:00,106.0,1763,1.0,0.05,130.12,10,0.0,130.07,130.12
84929.0,2023-10-15 13:55:00,108.0,520,1.0,0.0,19.79,1,0.0,19.79,19.79
26593.0,2023-05-28 12:11:00,110.0,329,4.0,0.05,287.09,27,0.0,287.03999999999996,71.7725
377.0,2023-12-27 13:30:00,111.0,909,1.0,0.0,19.95,18,0.0,19.95,19.95
67471.0,2022-02-26 11:14:00,111.0,1119,1.0,0.1,75.37,2,0.0,75.27000000000001,75.37
63663.0,2023-02-09 00:36:00,112.0,1898,1.0,0.0,26.64,39,0.0,26.64,26.64
80029.0,2022-01-18 13:47:00,113.0,486,1.0,0.1,77.29,45,0.0,77.19000000000001,77.29
7094.0,2023-11-13 19:23:00,115.0,1820,2.0,0.0,151.56,4,0.0,151.56,75.78
89387.0,2021-04-06 14:53:00,118.0,1993,1.0,0.05,44.1,44,0.0,44.050000000000004,44.1
81920.0,2022-04-21 07:18:00,119.0,937,1.0,0.15,104.12,7,0.0,103.97,104.12
58289.0,2022-12-08 23:06:00,120.0,1043,2.0,0.0,19.46,34,0.0,19.46,9.73
92589.0,2021-06-19 16:24:00,121.0,1368,2.0,0.0,33.92,19,0.0,33.92,16.96
51632.0,2022-02-22 23:21:00,122.0,1080,1.0,0.05,37.34,48,0.0,37.290000000000006,37.34
74131.0,2021-08-19 06:57:00,123.0,99,1.0,0.05,16.94,30,0.0,16.89,16.94
88355.0,2023-08-27 17:59:00,123.0,1426,1.0,0.15,5.95,48,0.0,5.8,5.95
13359.0,2021-01-19 15:33:00,124.0,222,1.0,0.0,80.73,0,0.0,80.73,80.73
28096.0,2022-06-12 00:46:00,124.0,484,1.0,0.15,158.02,4,0.0,157.87,158.02
78240.0,2022-05-21 16:02:00,124.0,1807,1.0,0.0,26.19,0,0.0,26.19,26.19
22149.0,2023-08-09 05:25:00,125.0,193,1.0,0.1,19.2,20,0.0,19.099999999999998,19.2
34072.0,2022-11-21 03:55:00,125.0,1166,2.0,0.0,155.26,16,0.0,155.26,77.63
19086.0,2022-09-04 14:16:00,126.0,1889,2.0,0.0,40.18,49,0.0,40.18,20.09
58309.0,2022-06-25 12:15:00,127.0,1552,1.0,0.0,75.08,22,0.0,75.08,75.08
22985.0,2021-08-13 18:45:00,128.0,602,2.0,0.0,163.0,26,0.0,163.0,81.5
25442.0,2022-10-02 15:38:00,128.0,1664,1.0,0.0,34.32,10,0.0,34.32,34.32
27681.0,2022-03-09 21:15:00,129.0,1479,2.0,0.0,27.04,0,0.0,27.04,13.52
88981.0,2022-01-14 08:31:00,129.0,1707,1.0,0.0,-69.56,10,1.0,-69.56,-69.56
17321.0,2023-08-16 04:11:00,132.0,1257,1.0,0.05,83.65,16,0.0,83.60000000000001,83.65
34018.0,2022-06-17 21:24:00,133.0,501,2.0,0.0,42.58,9,0.0,42.58,21.29
8751.0,2023-12-25 04:10:00,134.0,891,1.0,0.2,75.76,40,0.0,75.56,75.76
42891.0,2022-04-11 08:19:00,135.0,261,1.0,0.15,45.47,25,0.0,45.32,45.47
100706.0,2021-11-06 11:29:00,135.0,670,2.0,0.0,171.48,14,0.0,171.48,85.74
102818.0,2022-03-20 20:15:00,135.0,971,2.0,0.15,344.35,34,0.0,344.20000000000005,172.175
60896.0,2023-09-11 14:47:00,136.0,1481,3.0,0.0,195.18,9,0.0,195.18,65.06
28901.0,2022-01-22 04:26:00,138.0,26,1.0,0.0,57.72,8,0.0,57.72,57.72
19835.0,2022-04-03 14:24:00,139.0,1293,2.0,0.0,16.58,18,0.0,16.58,8.29
20616.0,2023-12-01 18:22:00,139.0,1668,1.0,0.0,100.21,0,0.0,100.21,100.21
76190.0,2023-12-21 06:34:00,139.0,1263,1.0,0.0,46.73,33,0.0,46.73,46.73
74812.0,2023-10-21 19:50:00,141.0,543,1.0,0.15,95.23,32,0.0,95.08,95.23
46208.0,2023-08-25 13:24:00,142.0,1874,1.0,0.0,9.08,25,0.0,9.08,9.08
57735.0,2021-12-14 11:09:00,142.0,542,1.0,0.1,51.7,0,0.0,51.6,51.7
70053.0,2023-07-30 13:47:00,144.0,993,1.0,0.2,39.2,9,0.0,39.0,39.2
5912.0,2022-07-03 12:52:00,145.0,1928,2.0,0.2,-246.67,0,1.0,-246.86999999999998,-123.335
89675.0,2023-02-10 10:33:00,145.0,519,2.0,0.0,120.18,14,0.0,120.18,60.09
9730.0,2022-01-05 16:22:00,146.0,1162,1.0,0.0,73.01,26,0.0,73.01,73.01
19798.0,2023-11-04 11:43:00,149.0,1187,1.0,0.0,70.27,40,0.0,70.27,70.27
89168.0,2021-02-12 13:44:00,152.0,1922,1.0,0.0,100.06,10,0.0,100.06,100.06
47176.0,2023-11-10 04:17:00,153.0,1446,1.0,0.0,42.41,35,0.0,42.41,42.41
93493.0,2023-02-22 18:13:00,154.0,1281,2.0,0.0,267.66,2,0.0,267.66,133.83
95070.0,2022-04-16 19:49:00,159.0,1452,1.0,0.05,48.76,0,0.0,48.71,48.76
56856.0,2023-08-27 05:20:00,160.0,746,1.0,0.1,13.81,15,0.0,13.71,13.81
81093.0,2023-04-26 14:14:00,160.0,144,1.0,0.0,53.71,48,0.0,53.71,53.71
93929.0,2021-11-28 03:21:00,161.0,316,1.0,0.2,230.76,3,0.0,230.56,230.76
42960.0,2023-02-07 08:32:00,162.0,598,1.0,0.0,131.34,16,0.0,131.34,131.34
71722.0,2022-08-15 14:46:00,162.0,46,2.0,0.2,278.78,19,0.0,278.58,139.39
59639.0,2023-06-23 17:40:00,164.0,1213,1.0,0.0,79.31,23,0.0,79.31,79.31
74502.0,2021-05-24 22:11:00,165.0,836,1.0,0.05,161.9,20,0.0,161.85,161.9
83612.0,2023-12-28 13:10:00,166.0,1890,1.0,0.1,42.42,0,0.0,42.32,42.42
22996.0,2022-06-28 18:43:00,167.0,109,1.0,0.0,24.48,12,0.0,24.48,24.48
26049.0,2021-09-23 12:13:00,167.0,1944,2.0,0.1,154.66,11,0.0,154.56,77.33
88417.0,2021-06-16 07:42:00,168.0,616,1.0,0.0,82.85,0,0.0,82.85,82.85
94843.0,2021-12-15 00:34:00,169.0,1110,1.0,0.0,29.13,21,0.0,29.13,29.13
51417.0,2023-10-30 13:34:00,173.0,1254,1.0,0.15,14.16,41,0.0,14.01,14.16
51062.0,2023-03-29 20:34:00,175.0,1895,3.0,0.0,85.89,24,0.0,85.89,28.63
100213.0,2023-06-11 12:31:00,176.0,1099,1.0,0.05,117.68,22,0.0,117.63000000000001,117.68
66502.0,2022-10-03 05:02:00,177.0,334,1.0,0.0,73.08,23,0.0,73.08,73.08
8846.0,2022-11-05 14:37:00,178.0,939,1.0,0.1,52.97,9,0.0,52.87,52.97
59803.0,2022-08-02 21:25:00,178.0,780,1.0,0.0,59.35,18,0.0,59.35,59.35
86223.0,2021-10-15 10:35:00,178.0,1028,1.0,0.05,130.19,13,0.0,130.14,130.19
55904.0,2023-11-02 00:10:00,179.0,673,2.0,0.0,310.08,46,0.0,310.08,155.04
17952.0,2021-01-13 13:56:00,181.0,1613,1.0,0.15,9.49,7,0.0,9.34,9.49
54761.0,2021-04-20 11:01:00,186.0,101,1.0,0.15,31.08,13,0.0,30.93,31.08
57001.0,2022-04-16 20:56:00,186.0,1780,1.0,0.0,58.89,50,0.0,58.89,58.89
63187.0,2021-10-25 12:50:00,186.0,1887,1.0,0.0,35.7,5,0.0,35.7,35.7
41107.0,2022-04-24 19:21:00,187.0,989,1.0,0.0,69.16,7,0.0,69.16,69.16
85313.0,2021-08-22 13:07:00,192.0,1349,2.0,0.0,128.98,7,0.0,128.98,64.49
14514.0,2023-01-11 12:32:00,194.0,1766,1.0,0.0,29.34,46,0.0,29.34,29.34
17485.0,2021-10-16 06:06:00,194.0,413,1.0,0.0,34.95,43,0.0,34.95,34.95
59138.0,2022-06-30 04:05:00,196.0,1113,1.0,0.0,162.37,34,0.0,162.37,162.37
25465.0,2021-08-27 16:19:00,197.0,1335,1.0,0.05,57.39,1,0.0,57.34,57.39
34566.0,2021-10-08 04:43:00,198.0,33,1.0,0.0,38.6,32,0.0,38.6,38.6
45991.0,2022-08-14 15:28:00,198.0,388,1.0,0.05,125.32,31,0.0,125.27,125.32
48781.0,2021-08-01 15:48:00,198.0,1803,1.0,0.0,69.73,16,0.0,69.73,69.73
43756.0,2021-04-11 14:21:00,199.0,1534,1.0,0.1,100.66,47,0.0,100.56,100.66
53019.0,2022-10-31 13:43:00,199.0,917,1.0,0.0,85.92,4,0.0,85.92,85.92
31781.0,2023-07-05 15:25:00,207.0,777,4.0,0.05,279.15,14,0.0,279.09999999999997,69.7875
79594.0,2021-01-17 18:36:00,207.0,1616,1.0,0.0,44.41,13,0.0,44.41,44.41
59884.0,2022-04-24 15:00:00,209.0,826,1.0,0.0,158.59,17,0.0,158.59,158.59
94638.0,2021-03-21 17:51:00,209.0,267,1.0,0.0,43.84,50,0.0,43.84,43.84
35097.0,2021-03-11 07:08:00,210.0,1557,1.0,0.05,69.28,5,0.0,69.23,69.28
28063.0,2021-04-02 14:14:00,214.0,1934,1.0,0.15,75.59,0,0.0,75.44,75.59
64569.0,2021-07-04 16:48:00,214.0,355,1.0,0.0,63.61,0,0.0,63.61,63.61
55575.0,2022-10-03 06:11:00,217.0,1330,1.0,0.15,137.24,40,0.0,137.09,137.24
62520.0,2022-09-17 06:19:00,217.0,919,2.0,0.0,391.52,11,0.0,391.52,195.76
89274.0,2021-07-26 13:00:00,217.0,1443,1.0,0.15,32.55,48,0.0,32.4,32.55
5423.0,2022-01-01 07:10:00,219.0,1917,1.0,0.0,9.04,45,0.0,9.04,9.04
71881.0,2023-10-04 04:14:00,220.0,1627,1.0,0.1,141.85,0,0.0,141.75,141.85
32625.0,2022-09-05 06:45:00,222.0,777,1.0,0.0,73.46,26,0.0,73.46,73.46
15567.0,2022-06-18 05:49:00,224.0,70,1.0,0.05,121.38,3,0.0,121.33,121.38
47930.0,2023-09-22 09:47:00,224.0,421,2.0,0.2,199.36,31,0.0,199.16000000000003,99.68
81688.0,2021-09-15 17:31:00,224.0,1570,3.0,0.1,165.35,8,0.0,165.25,55.11666666666667
37396.0,2023-09-21 21:28:00,225.0,1371,1.0,0.1,94.48,10,0.0,94.38000000000001,94.48
70217.0,2021-11-18 12:48:00,226.0,38,2.0,0.0,266.82,0,0.0,266.82,133.41
15334.0,2021-12-07 10:46:00,227.0,1003,2.0,0.0,41.88,0,0.0,41.88,20.94
101810.0,2023-03-03 20:57:00,228.0,1188,1.0,0.0,40.4,0,0.0,40.4,40.4
80743.0,2021-09-30 16:13:00,233.0,29,1.0,0.0,43.46,8,0.0,43.46,43.46
21302.0,2021-10-05 17:34:00,236.0,1739,1.0,0.0,42.42,0,0.0,42.42,42.42
82585.0,2021-02-05 13:05:00,236.0,428,1.0,0.1,67.86,0,0.0,67.76,67.86
29685.0,2021-05-14 05:49:00,237.0,455,1.0,0.0,62.14,4,0.0,62.14,62.14
79473.0,2023-05-25 13:46:00,238.0,861,1.0,0.0,44.34,32,0.0,44.34,44.34
87879.0,2021-09-03 05:21:00,239.0,325,2.0,0.0,466.36,0,0.0,466.36,233.18
42358.0,2023-06-28 11:27:00,240.0,1890,1.0,0.05,44.77,0,0.0,44.720000000000006,44.77
46891.0,2022-05-15 04:40:00,241.0,1245,1.0,0.0,16.54,46,0.0,16.54,16.54
48258.0,2021-07-24 08:23:00,241.0,1326,3.0,0.0,313.89,0,0.0,313.89,104.63
7350.0,2021-07-28 20:40:00,242.0,835,1.0,0.0,76.74,0,0.0,76.74,76.74
46479.0,2023-10-13 23:17:00,245.0,1959,3.0,0.0,94.17,21,0.0,94.17,31.39
33076.0,2022-09-12 05:28:00,248.0,516,1.0,0.0,97.64,19,0.0,97.64,97.64
88808.0,2021-02-21 18:06:00,249.0,1655,1.0,0.0,91.96,33,0.0,91.96,91.96
44797.0,2023-12-08 06:44:00,252.0,1941,1.0,0.0,12.37,7,0.0,12.37,12.37
98549.0,2022-04-15 13:38:00,252.0,786,1.0,0.0,48.12,37,0.0,48.12,48.12
13243.0,2023-02-15 05:42:00,254.0,1997,1.0,0.0,141.47,17,0.0,141.47,141.47
5782.0,2023-08-27 00:22:00,255.0,66,1.0,0.05,51.35,29,0.0,51.300000000000004,51.35
28520.0,2021-05-19 15:17:00,255.0,784,3.0,0.0,564.15,31,0.0,564.15,188.04999999999998
46185.0,2023-03-16 12:27:00,255.0,1141,1.0,0.2,114.88,8,0.0,114.67999999999999,114.88
64460.0,2021-09-30 14:51:00,255.0,889,1.0,0.0,112.29,29,0.0,112.29,112.29
82464.0,2022-01-12 18:39:00,255.0,1602,1.0,0.0,38.77,26,0.0,38.77,38.77
21947.0,2023-07-11 16:21:00,256.0,1081,1.0,0.15,185.62,47,0.0,185.47,185.62
20589.0,2023-08-05 16:09:00,257.0,439,1.0,0.1,31.36,0,0.0,31.259999999999998,31.36
75404.0,2022-07-04 09:49:00,257.0,232,1.0,0.0,91.28,19,0.0,91.28,91.28
87608.0,2023-10-31 18:57:00,258.0,1207,2.0,0.0,48.7,0,0.0,48.7,24.35
33854.0,2023-05-12 06:33:00,260.0,224,1.0,0.0,81.02,0,0.0,81.02,81.02
37442.0,2023-01-02 12:17:00,260.0,24,1.0,0.0,67.65,19,0.0,67.65,67.65
66123.0,2023-02-12 22:51:00,262.0,948,1.0,0.0,139.69,30,0.0,139.69,139.69
100188.0,2022-11-22 00:52:00,265.0,977,1.0,0.05,-40.62,41,1.0,-40.669999999999995,-40.62
90197.0,2021-03-17 23:02:00,267.0,447,1.0,0.1,74.75,1,0.0,74.65,74.75
7531.0,2021-08-17 21:17:00,268.0,583,1.0,0.0,156.84,14,0.0,156.84,156.84
26832.0,2022-12-28 12:29:00,270.0,1534,1.0,0.0,111.85,26,0.0,111.85,111.85
39719.0,2023-09-25 10:37:00,270.0,266,1.0,0.05,19.85,0,0.0,19.8,19.85
25282.0,2021-06-24 00:15:00,271.0,1811,1.0,0.0,88.94,43,0.0,88.94,88.94
53003.0,2023-02-06 06:38:00,273.0,397,1.0,0.0,83.55,17,0.0,83.55,83.55
102588.0,2022-01-24 15:52:00,273.0,952,1.0,0.2,67.94,41,0.0,67.74,67.94
36333.0,2022-11-12 06:43:00,274.0,1367,1.0,0.0,56.62,13,0.0,56.62,56.62
85180.0,2022-09-20 15:52:00,274.0,1970,1.0,0.0,72.92,2,0.0,72.92,72.92
97960.0,2023-04-06 08:39:00,274.0,1951,1.0,0.0,62.52,47,0.0,62.52,62.52
97665.0,2022-12-16 15:03:00,275.0,1391,1.0,0.05,37.83,0,0.0,37.78,37.83
6987.0,2022-04-02 08:11:00,277.0,193,1.0,0.0,21.33,16,0.0,21.33,21.33
19422.0,2022-11-24 23:26:00,277.0,1326,2.0,0.0,-209.26,5,1.0,-209.26,-104.63
52512.0,2022-07-10 10:08:00,277.0,1986,1.0,0.0,41.39,7,0.0,41.39,41.39
65706.0,2022-03-26 07:05:00,277.0,1,1.0,0.2,11.35,16,0.0,11.15,11.35
79686.0,2022-08-20 22:29:00,277.0,541,1.0,0.0,38.14,27,0.0,38.14,38.14
35987.0,2023-07-02 05:48:00,278.0,1090,2.0,0.2,175.49,15,0.0,175.29000000000002,87.745
92732.0,2023-11-16 19:57:00,278.0,990,2.0,0.05,103.09,29,0.0,103.04,51.545
60147.0,2023-11-02 12:41:00,281.0,558,1.0,0.15,124.35,0,0.0,124.19999999999999,124.35
59894.0,2023-09-24 21:27:00,282.0,823,1.0,0.2,49.48,40,0.0,49.279999999999994,49.48
89047.0,2022-11-08 16:59:00,282.0,1748,1.0,0.0,71.32,46,0.0,71.32,71.32
98823.0,2023-05-21 11:12:00,284.0,419,2.0,0.15,108.2,7,0.0,108.05,54.1
101211.0,2022-12-10 13:01:00,284.0,1520,1.0,0.05,24.55,49,0.0,24.5,24.55
66298.0,2022-11-04 13:18:00,286.0,558,1.0,0.15,124.35,0,0.0,124.19999999999999,124.35
55418.0,2022-09-17 08:26:00,289.0,1639,1.0,0.0,113.29,34,0.0,113.29,113.29
71883.0,2023-11-23 06:41:00,289.0,74,2.0,0.05,36.46,30,0.0,36.410000000000004,18.23
22531.0,2022-10-24 08:54:00,290.0,713,1.0,0.1,59.92,18,0.0,59.82,59.92
30406.0,2021-07-09 22:16:00,290.0,563,2.0,0.0,134.16,0,0.0,134.16,67.08
19535.0,2021-09-05 08:58:00,292.0,833,1.0,0.0,35.27,37,0.0,35.27,35.27
79283.0,2022-07-14 14:46:00,292.0,1203,1.0,0.0,55.02,13,0.0,55.02,55.02
98611.0,2023-07-28 08:49:00,292.0,1669,1.0,0.0,12.72,2,0.0,12.72,12.72
18409.0,2021-10-09 18:25:00,295.0,1631,1.0,0.05,-54.37,13,1.0,-54.419999999999995,-54.37
59462.0,2023-06-19 22:46:00,295.0,1119,1.0,0.0,83.74,39,0.0,83.74,83.74
98227.0,2022-04-18 12:59:00,298.0,846,1.0,0.0,65.23,45,0.0,65.23,65.23
41593.0,2023-09-14 10:32:00,300.0,982,1.0,0.0,25.29,2,0.0,25.29,25.29
15593.0,2021-10-12 19:49:00,301.0,1303,1.0,0.05,83.12,0,0.0,83.07000000000001,83.12
73848.0,2022-06-06 12:50:00,302.0,1431,1.0,0.0,50.23,40,0.0,50.23,50.23
