customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel
36.0,2021-03-11,US,23.0,Male,Bronze,Social
37.0,2023-07-29,US,48.0,Female,Bronze,Organic
38.0,2023-06-26,CA,23.0,Female,Bronze,Organic
39.0,2021-10-31,IN,37.0,Female,Gold,Referral
40.0,2022-11-23,US,33.0,Male,Bronze,Email
41.0,2021-06-30,IN,42.0,Female,Platinum,Organic
42.0,2023-04-11,BR,32.0,Female,Gold,Organic
43.0,2023-02-07,US,24.0,Female,Bronze,Paid Search
44.0,2022-01-24,US,29.0,Female,Bronze,Organic
45.0,2021-03-16,IN,31.0,Other,Bronze,Organic
46.0,2023-11-29,IN,46.0,Male,Gold,Organic
47.0,2022-05-04,US,35.0,Male,Bronze,Paid Search
48.0,2023-09-05,UK,24.0,Female,Silver,Email
49.0,2023-01-13,UK,43.0,Male,Bronze,Email
50.0,2023-05-03,UK,41.0,Male,Bronze,Organic
51.0,2023-04-13,IN,27.0,Male,Bronze,Paid Search
52.0,2021-08-02,US,26.0,Male,Silver,Referral
53.0,2022-02-03,US,32.0,Female,Gold,Email
54.0,2022-05-27,BR,29.0,Male,Silver,Organic
55.0,2022-06-30,UK,43.0,Male,Bronze,Organic
56.0,2021-02-17,IN,36.0,Male,Bronze,Organic
57.0,2022-08-22,UK,25.0,Female,Bronze,Paid Search
58.0,2021-06-18,US,36.0,Female,Silver,Social
59.0,2023-03-25,BR,36.0,Male,Platinum,Organic
60.0,2023-01-18,DE,25.0,Male,Silver,Paid Search
61.0,2023-10-08,US,30.0,Male,Bronze,Paid Search
62.0,2023-03-27,US,38.0,Female,Bronze,Referral
63.0,2022-02-06,US,48.0,Male,Silver,Social
64.0,2023-11-26,US,42.0,Female,Gold,Email
65.0,2022-03-26,IN,27.0,Male,Silver,Paid Search
66.0,2021-12-23,US,49.0,Female,Bronze,Paid Search
67.0,2023-09-19,DE,30.0,Female,Silver,Email
68.0,2022-02-10,IN,41.0,Male,Bronze,Organic
69.0,2021-03-25,US,47.0,Male,Silver,Email
70.0,2022-05-30,US,40.0,Female,Silver,Social
71.0,2023-05-22,US,30.0,Female,Bronze,Social
72.0,2021-07-27,IN,38.0,Male,Silver,Email
73.0,2022-05-22,UK,38.0,Male,Bronze,Email
74.0,2021-05-23,IN,24.0,Male,Bronze,Paid Search
75.0,2023-01-22,US,32.0,Female,Bronze,Referral
76.0,2022-06-05,AU,42.0,Female,Gold,Social
77.0,2021-12-28,IN,30.0,Female,Bronze,Social
78.0,2021-09-06,IN,28.0,Male,Bronze,Social
79.0,2022-09-11,IN,18.0,Male,Bronze,Email
80.0,2023-01-04,US,19.0,Male,Bronze,Social
81.0,2023-10-27,DE,57.0,Male,Bronze,Paid Search
82.0,2022-04-24,DE,26.0,Male,Gold,Organic
83.0,2021-06-25,US,28.0,Female,Bronze,Referral
84.0,2023-07-01,US,46.0,Female,Bronze,Organic
85.0,2022-11-21,IN,25.0,Male,Silver,Social
86.0,2023-02-06,IN,30.0,Female,Silver,Social
87.0,2021-04-17,AU,44.0,Other,Bronze,Organic
88.0,2021-12-09,IN,36.0,Male,Gold,Organic
89.0,2023-04-21,BR,21.0,Male,Bronze,Referral
90.0,2023-07-01,US,29.0,Male,Bronze,Email
91.0,2022-04-22,UK,44.0,Female,Bronze,Paid Search
92.0,2023-06-01,US,32.0,Female,Bronze,Email
93.0,2023-07-11,AU,35.0,Male,Silver,Organic
94.0,2022-03-01,UK,35.0,Male,Bronze,Social
95.0,2023-09-11,DE,47.0,Male,Platinum,Organic
96.0,2021-11-12,US,26.0,Male,Bronze,Email
97.0,2021-09-20,IN,19.0,Male,Silver,Organic
98.0,2023-01-18,UK,44.0,Female,Bronze,Paid Search
99.0,2022-11-29,US,21.0,Male,Bronze,Paid Search
100.0,2021-06-03,CA,21.0,Female,Bronze,Social
101.0,2023-07-01,IN,44.0,Male,Platinum,Organic
102.0,2021-08-07,UK,31.0,Male,Bronze,Referral
103.0,2023-06-01,IN,36.0,Male,Silver,Social
104.0,2021-01-09,DE,18.0,Female,Bronze,Organic
105.0,2023-05-23,US,41.0,Male,Silver,Social
106.0,2023-05-12,IN,25.0,Male,Silver,Paid Search
107.0,2023-05-05,BR,45.0,Male,Bronze,Organic
108.0,2022-12-30,US,34.0,Male,Bronze,Paid Search
109.0,2022-06-01,BR,43.0,Male,Bronze,Organic
110.0,2023-02-12,BR,39.0,Other,Bronze,Paid Search
111.0,2021-10-31,US,33.0,Female,Bronze,Paid Search
112.0,2023-05-05,US,29.0,Male,Silver,Social
113.0,2022-09-01,CA,27.0,Female,Bronze,Organic
114.0,2022-05-18,AU,46.0,Male,Bronze,Organic
115.0,2022-07-08,US,18.0,Female,Bronze,Organic
116.0,2022-09-15,BR,21.0,Male,Bronze,Referral
117.0,2021-02-10,US,32.0,Male,Silver,Organic
118.0,2021-06-03,IN,18.0,Female,Platinum,Social
119.0,2021-09-26,BR,31.0,Female,Bronze,Referral
120.0,2021-05-06,US,35.0,Female,Bronze,Paid Search
121.0,2022-04-27,CA,44.0,Female,Bronze,Email
122.0,2023-01-02,US,49.0,Female,Bronze,Referral
123.0,2022-12-18,IN,19.0,Male,Bronze,Organic
124.0,2022-05-31,AU,36.0,Male,Gold,Email
125.0,2023-07-26,US,44.0,Female,Bronze,Organic
126.0,2022-09-11,DE,39.0,Female,Bronze,Organic
127.0,2021-03-28,BR,40.0,Female,Silver,Organic
128.0,2023-04-18,CA,30.0,Female,Gold,Organic
129.0,2022-09-22,AU,31.0,Male,Bronze,Paid Search
130.0,2022-11-27,AU,27.0,Female,Bronze,Organic
131.0,2022-09-12,US,39.0,Female,Silver,Organic
132.0,2022-08-30,UK,47.0,Female,Silver,Paid Search
133.0,2021-04-10,IN,40.0,Male,Silver,Organic
134.0,2022-09-05,DE,25.0,Male,Bronze,Organic
135.0,2023-05-21,CA,26.0,Female,Silver,Organic
136.0,2021-11-29,US,23.0,Male,Bronze,Organic
137.0,2022-10-23,CA,23.0,Female,Bronze,Organic
138.0,2021-02-03,IN,36.0,Male,Bronze,Organic
139.0,2022-01-16,DE,23.0,Female,Gold,Referral
140.0,2022-04-24,IN,28.0,Male,Platinum,Paid Search
141.0,2023-12-13,US,44.0,Female,Silver,Paid Search
142.0,2021-08-23,DE,31.0,Male,Silver,Paid Search
143.0,2021-10-30,IN,32.0,Female,Gold,Organic
144.0,2022-03-24,BR,34.0,Male,Bronze,Referral
145.0,2023-12-23,CA,39.0,Female,Silver,Social
146.0,2023-07-24,BR,31.0,Male,Silver,Email
147.0,2021-02-07,CA,18.0,Female,Bronze,Referral
148.0,2021-09-14,BR,34.0,Female,Silver,Referral
149.0,2023-06-19,US,29.0,Male,Silver,Organic
150.0,2021-03-05,UK,52.0,Female,Bronze,Paid Search
151.0,2023-07-26,US,22.0,Male,Bronze,Email
152.0,2021-11-05,IN,41.0,Male,Bronze,Email
153.0,2023-10-02,BR,32.0,Female,Bronze,Social
154.0,2021-11-18,DE,59.0,Female,Gold,Email
155.0,2022-04-21,UK,40.0,Female,Silver,Referral
156.0,2022-12-26,DE,51.0,Other,Bronze,Paid Search
157.0,2021-05-19,US,18.0,Female,Silver,Email
158.0,2022-09-02,AU,33.0,Male,Bronze,Organic
159.0,2022-07-07,US,28.0,Female,Gold,Paid Search
160.0,2023-05-09,US,43.0,Other,Bronze,Organic
161.0,2023-12-27,US,39.0,Female,Bronze,Referral
162.0,2022-12-29,AU,41.0,Female,Silver,Paid Search
163.0,2022-03-25,IN,35.0,Female,Platinum,Paid Search
164.0,2022-03-21,IN,44.0,Female,Silver,Social
165.0,2022-04-03,IN,35.0,Other,Bronze,Organic
166.0,2023-06-11,US,29.0,Male,Silver,Organic
167.0,2021-12-18,US,36.0,Male,Silver,Organic
168.0,2021-07-02,US,47.0,Female,Bronze,Paid Search
169.0,2022-01-02,IN,40.0,Female,Bronze,Organic
170.0,2021-01-25,US,39.0,Female,Silver,Organic
171.0,2021-04-27,IN,41.0,Female,Bronze,Paid Search
172.0,2021-04-09,IN,37.0,Male,Silver,Paid Search
173.0,2023-04-25,IN,31.0,Male,Bronze,Paid Search
174.0,2023-03-02,BR,36.0,Female,Bronze,Organic
175.0,2023-02-02,US,18.0,Male,Silver,Organic
176.0,2022-05-21,IN,18.0,Female,Platinum,Referral
177.0,2023-02-25,US,42.0,Male,Bronze,Organic
178.0,2021-06-26,BR,24.0,Female,Bronze,Paid Search
179.0,2023-09-14,BR,23.0,Other,Silver,Organic
180.0,2022-07-03,US,37.0,Female,Bronze,Organic
181.0,2023-10-25,US,33.0,Female,Bronze,Social
182.0,2021-06-16,US,37.0,Female,Bronze,Organic
183.0,2022-06-29,US,24.0,Female,Bronze,Social
184.0,2023-02-02,US,39.0,Male,Bronze,Email
185.0,2022-06-27,US,30.0,Male,Bronze,Paid Search
186.0,2022-05-04,US,47.0,Female,Bronze,Referral
187.0,2021-07-02,US,30.0,Female,Bronze,Paid Search
188.0,2022-02-22,IN,39.0,Male,Bronze,Referral
189.0,2021-09-19,US,27.0,Male,Silver,Organic
190.0,2021-11-27,IN,54.0,Female,Bronze,Organic
191.0,2023-01-19,BR,33.0,Female,Bronze,Organic
192.0,2022-11-22,IN,38.0,Male,Bronze,Social
193.0,2022-10-27,US,43.0,Female,Bronze,Email
194.0,2022-02-01,BR,32.0,Male,Bronze,Referral
195.0,2023-11-17,US,58.0,Female,Bronze,Paid Search
196.0,2021-04-06,US,44.0,Female,Bronze,Organic
197.0,2022-01-11,UK,21.0,Male,Bronze,Email
198.0,2021-05-10,US,39.0,Male,Gold,Email
199.0,2022-01-07,IN,42.0,Male,Bronze,Organic
200.0,2023-11-20,CA,42.0,Male,Bronze,Paid Search
201.0,2022-02-06,UK,24.0,Male,Silver,Paid Search
202.0,2023-09-22,CA,32.0,Female,Bronze,Social
203.0,2022-06-27,US,44.0,Female,Bronze,Paid Search
204.0,2023-02-06,US,29.0,Female,Bronze,Email
205.0,2022-05-16,IN,25.0,Female,Bronze,Referral
206.0,2021-10-19,IN,26.0,Male,Bronze,Paid Search
207.0,2023-04-17,DE,28.0,Female,Bronze,Paid Search
208.0,2023-11-28,DE,18.0,Male,Bronze,Social
209.0,2021-10-16,US,25.0,Male,Platinum,Paid Search
210.0,2023-05-03,BR,38.0,Male,Bronze,Email
211.0,2021-10-13,US,46.0,Male,Bronze,Paid Search
212.0,2023-02-24,AU,31.0,Female,Bronze,Paid Search
213.0,2023-05-14,US,36.0,Male,Bronze,Organic
214.0,2022-05-08,DE,34.0,Female,Bronze,Paid Search
215.0,2023-03-18,UK,32.0,Female,Gold,Paid Search
216.0,2021-10-26,UK,23.0,Female,Bronze,Paid Search
217.0,2021-03-28,CA,22.0,Female,Bronze,Organic
218.0,2021-04-16,UK,47.0,Female,Silver,Organic
219.0,2022-05-05,UK,34.0,Female,Bronze,Social
220.0,2023-09-16,BR,41.0,Female,Silver,Paid Search
221.0,2021-05-20,US,35.0,Male,Bronze,Paid Search
222.0,2022-05-15,IN,48.0,Female,Platinum,Paid Search
223.0,2023-02-10,DE,22.0,Female,Bronze,Organic
224.0,2021-08-10,US,32.0,Male,Gold,Organic
225.0,2023-03-02,US,30.0,Female,Bronze,Referral
226.0,2021-12-02,US,27.0,Female,Bronze,Social
227.0,2023-06-05,US,18.0,Male,Silver,Organic
228.0,2022-09-27,DE,35.0,Female,Bronze,Organic
229.0,2022-08-22,UK,40.0,Female,Gold,Paid Search
230.0,2021-07-13,US,49.0,Male,Bronze,Email
231.0,2022-05-23,IN,31.0,Male,Bronze,Organic
232.0,2023-07-27,US,23.0,Male,Silver,Social
233.0,2021-01-22,AU,24.0,Male,Gold,Paid Search
234.0,2023-04-11,DE,27.0,Male,Silver,Email
235.0,2022-06-24,US,36.0,Female,Silver,Paid Search
236.0,2023-02-27,US,25.0,Male,Silver,Paid Search
237.0,2022-12-28,BR,35.0,Female,Bronze,Social
238.0,2022-04-19,UK,23.0,Male,Platinum,Social
239.0,2021-12-04,IN,33.0,Female,Silver,Email
240.0,2022-11-18,UK,55.0,Other,Bronze,Social
241.0,2021-06-03,IN,37.0,Female,Bronze,Social
242.0,2022-10-02,BR,25.0,Female,Bronze,Email
243.0,2021-04-14,BR,62.0,Male,Bronze,Social
244.0,2022-12-13,US,45.0,Female,Bronze,Organic
245.0,2022-11-20,DE,41.0,Female,Bronze,Email
246.0,2021-04-03,BR,32.0,Male,Bronze,Paid Search
247.0,2023-04-10,US,42.0,Female,Bronze,Social
248.0,2022-04-01,BR,42.0,Male,Silver,Paid Search
249.0,2023-05-12,IN,25.0,Male,Silver,Referral
250.0,2021-02-15,US,45.0,Other,Bronze,Organic
251.0,2021-07-16,AU,43.0,Other,Bronze,Paid Search
252.0,2022-06-25,DE,34.0,Female,Silver,Organic
253.0,2021-07-26,US,29.0,Male,Bronze,Organic
254.0,2021-12-28,IN,48.0,Female,Bronze,Paid Search
255.0,2022-12-25,UK,31.0,Female,Gold,Organic
256.0,2021-06-08,DE,35.0,Other,Bronze,Email
257.0,2023-01-13,US,24.0,Male,Bronze,Paid Search
258.0,2021-04-24,UK,24.0,Male,Bronze,Email
259.0,2021-07-11,BR,53.0,Male,Bronze,Paid Search
260.0,2022-10-06,CA,49.0,Male,Silver,Paid Search
261.0,2023-05-19,US,46.0,Female,Bronze,Organic
262.0,2021-07-06,AU,38.0,Female,Silver,Email
263.0,2021-11-25,US,21.0,Male,Silver,Social
264.0,2023-10-11,CA,39.0,Male,Bronze,Paid Search
265.0,2023-12-20,US,39.0,Male,Bronze,Paid Search
266.0,2022-09-29,AU,34.0,Female,Bronze,Paid Search
267.0,2022-05-05,BR,41.0,Female,Bronze,Referral
268.0,2022-01-15,BR,54.0,Male,Silver,Organic
269.0,2022-11-02,US,29.0,Female,Bronze,Paid Search
270.0,2022-10-10,CA,38.0,Male,Gold,Referral
271.0,2021-11-19,US,24.0,Male,Silver,Organic
272.0,2021-01-25,IN,40.0,Female,Bronze,Email
273.0,2021-06-15,BR,32.0,Male,Platinum,Organic
274.0,2023-11-16,DE,36.0,Female,Bronze,Paid Search
275.0,2022-04-03,UK,27.0,Male,Bronze,Organic
276.0,2022-06-13,US,28.0,Male,Bronze,Organic
277.0,2022-05-27,IN,18.0,Male,Silver,Social
278.0,2023-05-08,US,35.0,Male,Silver,Social
279.0,2021-03-13,US,31.0,Male,Bronze,Paid Search
280.0,2021-04-01,AU,36.0,Male,Bronze,Organic
281.0,2021-10-30,UK,34.0,Female,Bronze,Paid Search
282.0,2022-06-17,US,41.0,Male,Bronze,Organic
283.0,2023-01-05,IN,52.0,Female,Silver,Paid Search
284.0,2022-06-22,US,26.0,Female,Bronze,Organic
285.0,2022-04-29,US,42.0,Female,Bronze,Referral
286.0,2023-10-24,CA,25.0,Male,Bronze,Paid Search
287.0,2021-06-26,US,30.0,Female,Bronze,Paid Search
288.0,2022-09-19,US,33.0,Male,Silver,Email
289.0,2022-08-17,US,42.0,Female,Silver,Organic
290.0,2022-06-03,DE,22.0,Female,Bronze,Organic
291.0,2023-06-04,US,21.0,Male,Silver,Paid Search
292.0,2021-10-20,US,35.0,Female,Gold,Referral
293.0,2023-11-11,BR,18.0,Male,Silver,Organic
294.0,2021-12-30,UK,44.0,Other,Bronze,Paid Search
295.0,2022-08-20,US,41.0,Female,Silver,Social
296.0,2022-07-25,BR,34.0,Male,Gold,Organic
297.0,2023-07-20,IN,41.0,Male,Gold,Organic
298.0,2022-04-26,BR,18.0,Male,Silver,Paid Search
299.0,2021-11-08,US,41.0,Male,Bronze,Paid Search
300.0,2021-01-24,US,40.0,Other,Bronze,Organic
301.0,2022-02-03,US,18.0,Male,Silver,Paid Search
302.0,2023-06-24,IN,35.0,Female,Bronze,Organic
303.0,2021-01-11,IN,30.0,Male,Bronze,Organic
304.0,2023-09-09,IN,18.0,Female,Bronze,Referral
305.0,2022-08-18,IN,32.0,Male,Bronze,Organic
306.0,2021-06-03,IN,39.0,Female,Bronze,Paid Search
307.0,2021-11-27,IN,18.0,Male,Bronze,Email
308.0,2022-08-30,US,40.0,Male,Silver,Referral
309.0,2021-12-12,UK,46.0,Female,Bronze,Paid Search
310.0,2021-04-29,BR,21.0,Male,Bronze,Organic
311.0,2022-12-31,AU,19.0,Female,Bronze,Organic
312.0,2023-01-07,US,45.0,Female,Silver,Email
313.0,2021-05-11,IN,30.0,Male,Bronze,Email
314.0,2021-11-04,US,46.0,Female,Bronze,Paid Search
315.0,2021-09-25,UK,34.0,Male,Bronze,Organic
316.0,2022-12-24,IN,21.0,Male,Bronze,Organic
317.0,2023-03-11,BR,22.0,Male,Silver,Social
318.0,2023-03-08,AU,55.0,Female,Silver,Paid Search
319.0,2023-10-25,US,18.0,Female,Gold,Paid Search
320.0,2023-04-22,IN,30.0,Female,Silver,Organic
321.0,2021-12-18,IN,26.0,Female,Bronze,Social
322.0,2021-04-28,UK,18.0,Female,Silver,Social
323.0,2022-11-05,CA,40.0,Male,Bronze,Organic
324.0,2023-10-01,US,25.0,Female,Bronze,Social
325.0,2023-12-04,US,40.0,Male,Bronze,Paid Search
326.0,2021-09-10,DE,33.0,Male,Platinum,Organic
327.0,2021-09-16,IN,40.0,Other,Bronze,Paid Search
328.0,2021-02-10,DE,18.0,Female,Bronze,Referral
329.0,2021-06-04,US,31.0,Female,Silver,Paid Search
330.0,2022-08-31,US,44.0,Other,Bronze,Referral
331.0,2022-08-22,US,29.0,Female,Bronze,Email
332.0,2022-02-11,CA,31.0,Male,Bronze,Social
333.0,2021-12-06,IN,22.0,Female,Platinum,Referral
334.0,2023-06-28,US,32.0,Female,Bronze,Email
335.0,2022-05-19,US,23.0,Male,Silver,Email
336.0,2023-06-05,BR,31.0,Other,Bronze,Referral
337.0,2023-11-21,IN,25.0,Female,Silver,Paid Search
338.0,2021-12-14,BR,45.0,Male,Silver,Paid Search
339.0,2021-08-10,AU,44.0,Female,Bronze,Social
340.0,2023-11-10,US,23.0,Female,Bronze,Paid Search
341.0,2022-11-27,AU,59.0,Female,Bronze,Referral
342.0,2021-11-15,IN,37.0,Female,Silver,Paid Search
343.0,2022-11-12,DE,38.0,Female,Silver,Paid Search
344.0,2022-07-18,IN,49.0,Female,Silver,Paid Search
345.0,2023-09-19,UK,39.0,Male,Silver,Email
346.0,2021-10-08,DE,26.0,Female,Silver,Referral
347.0,2023-12-22,US,18.0,Female,Bronze,Organic
348.0,2023-10-22,IN,18.0,Male,Bronze,Paid Search
349.0,2021-07-17,US,56.0,Male,Bronze,Organic
350.0,2021-06-30,US,37.0,Female,Bronze,Paid Search
351.0,2022-08-07,UK,38.0,Male,Silver,Paid Search
352.0,2021-02-19,DE,41.0,Female,Bronze,Paid Search
353.0,2021-11-24,US,29.0,Female,Bronze,Paid Search
354.0,2022-04-22,US,40.0,Male,Bronze,Organic
355.0,2023-11-28,AU,20.0,Female,Bronze,Organic
356.0,2023-12-23,IN,36.0,Female,Silver,Organic
357.0,2021-06-15,DE,43.0,Female,Bronze,Organic
358.0,2023-09-04,US,25.0,Male,Bronze,Paid Search
359.0,2021-04-10,UK,64.0,Female,Bronze,Email
360.0,2023-03-31,CA,21.0,Female,Bronze,Email
361.0,2023-07-15,US,41.0,Male,Bronze,Paid Search
362.0,2023-09-03,IN,35.0,Female,Bronze,Organic
363.0,2021-09-02,US,49.0,Female,Silver,Paid Search
364.0,2023-09-06,US,32.0,Male,Silver,Email
365.0,2021-05-07,UK,25.0,Female,Bronze,Organic
366.0,2022-07-23,UK,44.0,Male,Silver,Organic
367.0,2022-05-30,UK,27.0,Female,Platinum,Paid Search
368.0,2021-12-12,IN,43.0,Female,Bronze,Organic
369.0,2021-01-25,IN,22.0,Female,Silver,Organic
370.0,2023-04-26,IN,28.0,Male,Bronze,Paid Search
371.0,2022-01-03,US,25.0,Male,Silver,Organic
372.0,2022-12-26,US,20.0,Male,Bronze,Email
373.0,2022-03-26,US,22.0,Female,Gold,Organic
374.0,2022-02-14,BR,50.0,Female,Silver,Email
375.0,2023-08-29,US,57.0,Male,Bronze,Paid Search
376.0,2021-04-14,IN,18.0,Female,Bronze,Organic
377.0,2023-03-18,IN,48.0,Female,Bronze,Organic
378.0,2023-03-29,CA,39.0,Female,Bronze,Organic
379.0,2022-02-21,CA,35.0,Male,Bronze,Organic
380.0,2021-10-15,DE,20.0,Male,Platinum,Paid Search
381.0,2021-01-06,US,46.0,Male,Bronze,Paid Search
382.0,2023-10-23,US,18.0,Female,Silver,Organic
383.0,2023-11-04,CA,33.0,Female,Silver,Email
384.0,2021-09-21,BR,27.0,Male,Silver,Email
385.0,2021-02-04,BR,32.0,Female,Bronze,Organic
386.0,2021-05-15,BR,49.0,Female,Silver,Organic
387.0,2021-03-16,IN,18.0,Male,Bronze,Organic
388.0,2023-06-30,US,21.0,Male,Bronze,Email
389.0,2023-09-04,DE,31.0,Female,Bronze,Organic
390.0,2021-06-17,UK,45.0,Other,Bronze,Paid Search
391.0,2023-03-29,US,41.0,Male,Silver,Email
392.0,2021-07-16,UK,53.0,Male,Bronze,Referral
393.0,2022-02-07,AU,37.0,Female,Bronze,Organic
394.0,2022-10-19,US,38.0,Male,Bronze,Paid Search
395.0,2023-02-28,IN,28.0,Male,Silver,Social
396.0,2023-08-16,IN,18.0,Male,Silver,Social
397.0,2021-02-19,US,51.0,Female,Bronze,Social
398.0,2021-08-04,CA,38.0,Male,Bronze,Organic
399.0,2021-11-04,DE,34.0,Female,Bronze,Paid Search
400.0,2021-12-06,US,26.0,Male,Bronze,Paid Search
401.0,2023-12-29,BR,51.0,Male,Bronze,Organic
402.0,2023-05-02,IN,19.0,Female,Silver,Social
403.0,2021-12-17,UK,23.0,Male,Bronze,Social
404.0,2023-12-01,DE,30.0,Male,Bronze,Organic
405.0,2022-07-01,BR,41.0,Male,Silver,Social
406.0,2022-07-03,US,32.0,Female,Bronze,Organic
407.0,2022-04-20,UK,42.0,Male,Silver,Social
408.0,2021-06-07,DE,43.0,Male,Silver,Paid Search
409.0,2023-10-21,BR,32.0,Male,Bronze,Paid Search
410.0,2021-01-16,CA,48.0,Male,Silver,Organic
411.0,2021-07-10,BR,22.0,Female,Bronze,Email
412.0,2021-09-09,US,30.0,Female,Bronze,Organic
413.0,2021-11-02,IN,35.0,Female,Bronze,Referral
414.0,2021-05-25,US,43.0,Male,Bronze,Email
415.0,2021-01-20,IN,49.0,Male,Silver,Paid Search
416.0,2023-01-13,CA,28.0,Female,Silver,Social
417.0,2023-11-28,IN,38.0,Male,Silver,Email
418.0,2021-05-14,US,25.0,Male,Gold,Email
419.0,2021-11-21,DE,32.0,Female,Bronze,Organic
420.0,2022-07-09,US,40.0,Male,Bronze,Paid Search
421.0,2023-10-13,US,41.0,Male,Bronze,Organic
422.0,2023-01-31,DE,37.0,Female,Silver,Email
423.0,2023-04-19,BR,29.0,Female,Bronze,Referral
424.0,2022-09-29,US,34.0,Male,Silver,Social
425.0,2022-04-02,UK,30.0,Male,Gold,Paid Search
426.0,2021-08-07,IN,36.0,Female,Gold,Email
427.0,2023-08-05,US,30.0,Male,Bronze,Paid Search
428.0,2023-05-31,IN,28.0,Female,Silver,Organic
429.0,2021-01-28,US,29.0,Male,Gold,Referral
430.0,2023-02-23,CA,37.0,Female,Bronze,Email
431.0,2021-04-03,CA,28.0,Male,Bronze,Paid Search
432.0,2023-03-21,US,23.0,Male,Silver,Social
433.0,2023-06-24,US,43.0,Female,Bronze,Social
434.0,2021-05-24,US,26.0,Male,Bronze,Email
435.0,2022-04-21,AU,29.0,Female,Silver,Email
436.0,2021-05-16,BR,28.0,Female,Bronze,Social
437.0,2022-09-14,BR,34.0,Female,Bronze,Paid Search
438.0,2023-10-13,IN,38.0,Male,Bronze,Paid Search
439.0,2021-03-30,CA,30.0,Female,Bronze,Organic
440.0,2022-03-12,UK,40.0,Male,Bronze,Paid Search
441.0,2023-12-02,US,31.0,Male,Bronze,Organic
442.0,2021-11-26,IN,38.0,Male,Gold,Organic
443.0,2021-05-25,IN,49.0,Male,Gold,Social
444.0,2022-06-19,IN,30.0,Female,Bronze,Email
445.0,2022-07-11,US,38.0,Female,Bronze,Email
446.0,2022-12-27,IN,47.0,Other,Bronze,Organic
447.0,2021-12-10,UK,27.0,Male,Gold,Organic
448.0,2023-11-13,US,20.0,Female,Gold,Paid Search
449.0,2022-07-25,US,35.0,Male,Bronze,Organic
450.0,2021-11-10,DE,39.0,Male,Bronze,Referral
451.0,2023-11-18,IN,41.0,Female,Gold,Organic
452.0,2023-10-10,IN,33.0,Male,Bronze,Email
453.0,2022-07-01,BR,36.0,Male,Bronze,Paid Search
454.0,2021-01-28,IN,31.0,Female,Bronze,Organic
455.0,2022-10-16,US,40.0,Male,Silver,Social
456.0,2022-08-31,US,36.0,Male,Bronze,Email
457.0,2021-06-12,US,27.0,Male,Bronze,Paid Search
458.0,2022-11-26,US,49.0,Female,Bronze,Organic
459.0,2023-07-10,BR,42.0,Male,Gold,Referral
460.0,2021-04-26,BR,25.0,Male,Bronze,Email
461.0,2023-03-04,IN,26.0,Male,Bronze,Email
462.0,2021-06-03,US,30.0,Female,Bronze,Organic
463.0,2023-03-31,US,62.0,Female,Bronze,Social
464.0,2022-04-04,DE,18.0,Male,Bronze,Referral
465.0,2021-01-08,BR,60.0,Female,Gold,Paid Search
466.0,2023-11-25,IN,32.0,Male,Bronze,Email
467.0,2021-07-01,BR,27.0,Male,Gold,Email
468.0,2022-10-15,US,48.0,Female,Bronze,Paid Search
469.0,2021-07-18,UK,32.0,Male,Silver,Paid Search
470.0,2023-10-19,US,54.0,Female,Bronze,Email
471.0,2023-03-20,UK,34.0,Female,Bronze,Social
